"provider","transaction_subscription_provider_table_id","transaction_subscription_id","transaction_id","subscription_identity","start_date","end_date","user_last_subs_date","user_subs_status","user_id","payment_method_code","area_code","area_id"
"csl",16387,101767,118493,"0000VIUPEC",1472714242,2147483647,"2016-09-01 07:17:22","valid",756047,"csl","hk",1
"csl",8,101769,102112,"0000VIUPAX",1456820346,1741054570,"2016-03-01 08:19:06","valid",323206,"csl","hk",1
"csl",14,101774,102118,"0000VIUPAX",1456823072,1741054570,"2016-03-01 09:04:32","valid",306801,"csl","hk",1
"csl",15,101775,102119,"VIUFTG",1456825302,1741054570,"2016-03-01 09:41:42","valid",38081,"csl","hk",1
"csl",24,101781,102128,"0000VIUPAX",1456840709,1741054570,"2016-03-01 13:58:29","valid",327426,"csl","hk",1
"csl",28,101785,102132,"VIUFTG",1456847915,1741054570,"2016-03-01 15:58:35","valid",176250,"csl","hk",1
"csl",30,101787,102134,"0000VIUPAX",1456859407,1741054570,"2016-03-01 19:10:07","valid",293959,"csl","hk",1
"csl",35,101790,102139,"VIU12M",1456885008,1741054570,"2016-03-02 02:16:48","valid",2594,"csl","hk",1
"csl",50,101804,102154,"0000VIURPA",1456911047,1741054570,"2016-03-02 09:30:47","valid",74780,"csl","hk",1
